"verse_number","sanskrit","translation","explanation","problem_category"
"17.23","ॐ तत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः। ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा॥","The words 'Om Tat Sat' are said to represent the Supreme Absolute Truth. Through these, the Brahmanas, the Vedas, and sacrifices were ordained in ancient times.","Use sacred principles to guide actions. Anchoring in universal truths fosters spiritual alignment and clarity.","Spiritual grounding"
"17.24","तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः। प्रवर्तन्ते विधानोक्ता सततं ब्रह्मवादिनाम्॥","Therefore, sacrifices, charity, and austerities prescribed in the scriptures are always performed by those who believe in the Absolute with the utterance of 'Om.'","Begin actions with mindfulness and spiritual awareness. This ensures harmony with universal laws and principles.","Mindful practice"
"17.25","तदित्यनभिसंधाय फलं यज्ञतपःक्रियाः। दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः॥","With the utterance of 'Tat,' acts of sacrifice, austerity, and charity are performed without seeking rewards by those desiring liberation.","Detach from results while striving for higher goals. Selfless action paves the way for inner freedom.","Selflessness"
"17.26","सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते। प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते॥","The word 'Sat' is used for reality and goodness, and it is also used to denote praiseworthy actions.","Focus on what is real and virtuous. Align efforts with actions that contribute to goodness and upliftment.","Virtuous action"
"17.27","यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते। कर्म चैव तदर्थीयं सदित्येवाभिधीयते॥","Steadfastness in sacrifice, austerity, and charity is called 'Sat,' and so is any action related to these activities.","Consistency in noble practices ensures long-term growth and fulfillment. Cultivate steadfastness to enhance life's purpose.","Consistency in values"
"17.28","अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत्। असदित्युच्यते पार्थ न च तत्प्रेप्य नो इह॥","Whatever is offered, given, or performed without faith is called 'Asat' and bears no lasting value here or hereafter.","Faith is the foundation of meaningful actions. Without it, even great efforts may lose their significance.","Faith and intention"
"18.1","अर्जुन उवाच। संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम्। त्यागस्य च हृषीकेश पृथक्केशिनिषूदन॥","Arjuna said: O Mighty-Armed Krishna, I desire to understand the essence of renunciation and abandonment, and their difference, O Slayer of Kesi.","Seek clarity when faced with overlapping concepts or decisions. Like Arjuna, ask precise questions to understand differences and nuances.","Seeking clarity"
"18.2","श्रीभगवानुवाच। काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः। सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः॥","The Blessed Lord said: Renunciation is the giving up of actions motivated by desire, while abandonment is the relinquishment of the fruits of all actions, say the wise.","Distinguish between renouncing unnecessary desires and practicing detachment from outcomes. Both approaches help achieve balance and focus.","Understanding renunciation and detachment"
"18.3","त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः। यज्ञदानतपःकर्म न त्याज्यमिति चापरे॥","Some learned individuals declare that actions should be renounced as flawed, while others assert that acts of sacrifice, charity, and penance must not be abandoned.","Evaluate actions carefully. Recognize that some actions, though challenging, are essential for personal growth and societal good.","Evaluating essential actions"
"18.4","निश्चयं शृणु मे तत्र त्यागे भरतसत्तम। त्यागो हि पुरुषव्याघ्र त्रिविधः संप्रकीर्तितः॥","Hear from Me the definitive truth about renunciation, O best of the Bharatas. Renunciation is said to be of three kinds.","Understanding the layers of renunciation helps in applying it correctly. Seek comprehensive knowledge before adopting significant changes.","Comprehensive understanding"
"18.5","यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत्। यज्ञो दानं तपश्चैव पावनानि मनीषिणाम्॥","Acts of sacrifice, charity, and penance should never be abandoned; they must be performed, for they purify even the wise.","Maintain noble practices consistently, as they uplift and refine the mind. Persevere in performing duties that enhance life.","Perseverance in noble practices"
"18.6","एतान्यपि तु कर्माणि संगं त्यक्त्वा फलानि च। कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम्॥","Even these actions should be performed without attachment or desire for results. This is My conclusive and supreme opinion, O Partha.","Practice selfless action by letting go of attachment and expectations. This leads to inner peace and higher understanding.","Selfless action"
"18.7","नियतस्य तु संन्यासः कर्मणो नोपपद्यते। मोहात्तस्य परित्यागस्तामसः परिकीर्तितः॥","Renunciation of prescribed duties is improper. Such abandonment due to delusion is declared to be tamasic.","Avoid shirking responsibilities under false pretenses. Fulfill duties with clarity and purpose, as they shape character and life.","Avoiding responsibility"
"18.8","दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत्। स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत्॥","One who renounces actions out of fear of difficulty or physical discomfort performs rajasic renunciation and does not gain the fruit of renunciation.","Facing challenges courageously fosters growth. Avoid abandoning tasks just because they are uncomfortable or demanding.","Courage in challenges"
"18.9","कार्यं इत्येव यत्कर्म नियतं क्रियतेऽर्जुन। संगं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः॥","Action performed as a duty, without attachment or desire for reward, is considered sattvic renunciation.","Adopt a duty-focused mindset. Acting selflessly aligns actions with universal principles and leads to contentment.","Duty-focused action"
"18.10","न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते। त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः॥","The renouncer who is imbued with sattva, wise, and free from doubts does not hate unpleasant work nor becomes attached to pleasant work.","Balance acceptance and detachment in work. Neither avoidance nor attachment leads to peace; embrace tasks with equanimity.","Equanimity in work"
"18.11","न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः। यस्तु कर्मफलत्यागी स त्यागीति अभिधीयते॥","One who has a body cannot completely renounce all actions. The one who renounces the fruits of actions is said to be a true renunciant.","Understand that total renunciation of actions is not feasible for a person bound to a body. However, renouncing the desire for results leads to true liberation.","Renunciation and detachment"
"18.12","अनिष्टं इष्टं मिश्रं च त्रिविधं कर्मणः फलम्। भवत्यत्यागिनां प्रेत्य न तु संन्यासीनाम् क्वचित्॥","The fruits of actions, whether unfavorable, favorable, or mixed, become the outcome for those who renounce actions, but not for the true renunciants after death.","Understand that detaching from the results of actions purifies the mind and helps avoid attachments to both favorable and unfavorable outcomes.","Detachment from outcomes"
"18.13","पञ्चैते महाबाहो कारणानि निगमोध मे। सांख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम्॥","O Mighty-Armed Krishna, hear from Me the five causes of all actions, as they are explained in the Sankhya tradition for the fulfillment of all actions.","To understand the process of action, identify its root causes. Knowing the five factors involved helps in better execution and decision-making.","Understanding the process of action"
"18.14","अधिष्ठानं तथा कर्ता करणं च पृथग्विधम्। विविधाश्च पृथक्केष्टा दैवं चैवात्र पंचमम्॥","The seat, the doer, the various instruments, the diverse efforts, and the divine will are the five factors responsible for all actions.","Recognize the multiple factors that contribute to your actions. By understanding these elements, you can make more informed choices and align your actions with a higher purpose.","Understanding responsibility in actions"
"18.15","शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः। न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः॥","Whatever action a person begins with the body, speech, or mind, whether just or unjust, these five are the causes of such actions.","Action originates from the body, mind, and speech. Always ensure your intentions align with righteousness to avoid negative outcomes.","Aligning intentions with actions"
"18.16","तत्रैवं सति कर्तारं आत्मानं केवलं तु य:। पश्यत्यकृतबुद्धित्वान्न स पश्यति दुरमतीः॥","When such actions are performed, the deluded person sees themselves as the sole doer, not recognizing the divine and other factors involved.","Avoid egotism in your actions. Recognize that your actions are shaped by multiple forces, including divine influence, to stay humble and grounded.","Ego and humility"
"18.17","यस्य नाहङ्कृतो भावो बुद्धिरस्य न लिप्यते। हत्वापि स इमांल्लोकान्न हन्ति न निबध्यते॥","For the one whose sense of 'I' and 'mine' is absent, their intellect remains unaffected by actions. Even if they kill, they neither kill nor are bound.","When you act without attachment to ego or results, you free yourself from the bondage of actions. This leads to liberation and inner peace.","Freedom from ego"
"18.18","ज्ञानं ज्ञेयं परिज्ञातार trividhā karmacodanā। करणं कर्म कर्तeti trividhah karmasaṃgrahaḥ॥","Knowledge, the object of knowledge, and the knower, as well as the instruments, actions, and the doer, are categorized as threefold in the understanding of actions.","Recognize the interconnections between knowledge, action, and the doer. Developing awareness of these components allows for wiser and more conscious actions.","Awareness and knowledge"
"18.19","ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदतः। प्रोच्यते गुणसंख्याने यथावच शृणु तान्यपि॥","Knowledge, action, and the doer are explained according to the three gunas (qualities) of nature. Listen to these distinctions as explained in the scripture.","Understand that your knowledge, actions, and approach to tasks are shaped by your inherent qualities. Cultivating sattva (goodness) leads to more enlightened decisions.","Understanding influences on actions"
"18.20","सर्वभूतेषु येनैकं भावमव्ययमिक्षते। अविभक्तं विभक्तेषु तज्ज्ञानं विद्यि सात्त्विकम्॥","The knowledge that perceives the one eternal essence in all beings, undivided among the divided, is called sattvic knowledge.","Seek to see the oneness in all things. This broader perspective helps cultivate compassion, understanding, and a deeper connection with others.","Cultivating compassion and oneness"
"18.21","पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान्। वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम्॥","That knowledge which sees in all beings various distinct entities of different kinds, know that knowledge to be rajasic.","Perceiving separation and diversity without recognizing unity leads to division and restlessness. Aim for knowledge that unites rather than divides.","Perception of unity"
"18.22","यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहेतुकम्। अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम्॥","But that knowledge which clings to one thing as if it were the whole, without reason, without truth, and trivial, that is declared to be tamasic.","Narrow, baseless understanding hinders growth. Seek broader perspectives to make informed decisions and embrace truth.","Broadening understanding"
"18.23","नियतं सङ्गरहितमरागद्वेषतः कृतम्। अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते॥","Action that is in accordance with duty, performed without attachment or aversion, and without desire for rewards, is called sattvic.","Engage in selfless actions, driven by duty rather than personal gain, to experience peace and fulfillment.","Selfless action"
"18.24","यत्तु कामेप्सुना कर्म साहङ्कारेण वा पुनः। क्रियते बहुलायासं तद्राजसमुदाहृतम्॥","But action performed with great effort, under the impulse of desire or ego, is called rajasic.","Avoid overexertion motivated by selfish desires or ego, as it often leads to frustration and imbalance.","Managing ambition"
"18.25","अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम्। मोहादारभ्यते कर्म यत्तत्तामसमुच्यते॥","That action which is undertaken out of delusion, without regard for consequences, loss, harm, or one's capability, is declared to be tamasic.","Beware of impulsive actions born of ignorance or neglect. Reflect on potential outcomes before proceeding.","Avoiding impulsiveness"
"18.26","मुक्तसङ्गोनहंवादी धृत्युत्साहसमन्वितः। सिद्ध्यसिद्ध्योर्निर्विकारः कर्ता सात्त्विक उच्यते॥","The doer who is free from attachment, selfless, steadfast, and indifferent to success or failure is called sattvic.","Act with diligence and detachment from outcomes. Such balanced action fosters inner peace and resilience.","Steadfast action"
"18.27","रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽशुचिः। हर्षशोकान्वितः कर्ता राजसः परिकीर्तितः॥","The doer who is attached, greedy, violent, impure, and swayed by joy and sorrow is called rajasic.","Excessive attachment to results leads to emotional instability. Strive for balanced and ethical efforts.","Managing emotional extremes"
"18.28","अयुक्तः प्राकृतः स्तब्धः शठो नैष्कृतिकोऽलसः। विषादी दीर्घसूत्री च कर्ता तामस उच्यते॥","The doer who is unsteady, vulgar, obstinate, deceitful, malicious, lazy, despondent, and procrastinating is called tamasic.","Overcome lethargy, deceit, and procrastination through discipline and self-awareness to achieve meaningful goals.","Overcoming inertia"
"18.29","बुद्धेरभेदं धृतेश्चैव गुणतस्त्रिविधं शृणु। प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय॥","Now hear, O Dhananjaya, about the threefold division of understanding and determination according to the modes of nature, as I explain them in full.","Understanding and resolve vary by nature. Identify and align with positive traits to strengthen decision-making.","Building understanding"
"18.30","प्रवृत्तिं च निवृत्तिं च कार्याकार्ये भयाभये। बन्धं मोक्षं च या वेत्ति बुद्धिः सा पार्थ सात्त्विकी॥","That understanding which knows the paths of action and renunciation, what ought to be done and avoided, and the difference between bondage and liberation, is sattvic.","Seek clarity on what leads to growth and liberation. A sattvic intellect guides actions toward meaningful outcomes.","Clarity in action"
"18.31","यया धर्ममधर्मं च कार्यं चाकार्यमेव च। अयथावत्प्रजानाति बुद्धिः सा पार्थ राजसी॥","That understanding which wrongly discerns dharma and adharma, and what ought to be done and not done, is rajasic, O Partha.","An unclear understanding can lead to wrong decisions. Cultivate mindfulness and discernment to accurately evaluate actions and their consequences.","Discernment"
"18.32","अधर्मं धर्ममिति या मन्यते तमसावृता। सर्वार्थान्विपरीतांश्च बुद्धिः सा पार्थ तामसी॥","That understanding which, enveloped in darkness, considers adharma as dharma and sees all things contrary to their true nature, is tamasic, O Partha.","Ignorance leads to distorted perceptions. Overcome confusion through self-reflection and learning to align your actions with truth.","Overcoming ignorance"
"18.33","धृत्या यया धारयते मनःप्राणेन्द्रियक्रियाः। योगेनाव्यभिचारिण्या धृतिः सा पार्थ सात्त्विकी॥","That determination which sustains the functions of the mind, life, and senses through unwavering focus and yoga is sattvic, O Partha.","Steadfastness and consistency lead to success. Maintain discipline and focus to overcome challenges.","Building determination"
"18.34","या तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन। प्रसङ्गेन फलाकाङ्क्षी धृतिः सा पार्थ राजसी॥","But that determination by which one holds to dharma, desire, and wealth, with attachment and longing for rewards, is rajasic, O Partha.","Avoid being driven solely by desires or rewards. Balance your pursuits with ethical considerations and detachment.","Managing attachment"
"18.35","या स्वप्नं भयं शोकं विषादं मदमेव च। न विमुञ्चति दुर्मेधा धृतिः सा पार्थ तामसी॥","That determination by which one clings to sleep, fear, grief, depression, and arrogance, is tamasic, O Partha.","Let go of negative emotions and habits that hinder growth. Cultivate resilience and optimism to move forward.","Overcoming negativity"
"18.36","सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ। अभ्यासाद्रमते यत्र दुःखान्तं च निगच्छति॥","Now hear from Me, O best of the Bharatas, the three kinds of happiness by which one enjoys and comes to the end of suffering.","Understanding different types of happiness helps identify lasting joy. Focus on actions that lead to enduring contentment.","Pursuit of happiness"
"18.37","यत्तदग्रे विषमिव परिणामेऽमृतोपमम्। तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम्॥","That happiness which seems like poison in the beginning but is like nectar at the end, arising from self-awareness, is declared to be sattvic.","Endure initial difficulties for long-term benefits. True joy often requires effort and patience.","Delayed gratification"
"18.38","विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम्। परिणामे विषमिव तत्सुखं राजसं स्मृतम्॥","Happiness that arises from the contact of the senses with their objects, seeming like nectar in the beginning but poison in the end, is rajasic.","Short-term pleasures often lead to long-term dissatisfaction. Choose wisely and prioritize enduring happiness.","Avoiding fleeting pleasures"
"18.39","यदग्रे चानुबन्धे च सुखं मोहनमात्मनः। निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम्॥","Happiness which deludes the self both at the beginning and in its outcome, arising from sleep, laziness, and negligence, is tamasic.","Beware of indulgences that bring temporary comfort but cause stagnation. Cultivate awareness to break free from complacency.","Overcoming inertia"
"18.40","न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुनः। सत्त्वं प्रकृतिजैर्मुक्तं यदेभिः स्यात्त्रिभिर्गुणैः॥","There is no being, either on earth or among the gods in heaven, who is free from the three gunas of nature.","Understand that all actions are influenced by nature's qualities. Strive to balance these qualities to lead a harmonious life.","Balancing life influences"
"18.41","ब्राह्मणक्षत्रियविशां शूद्राणां च परन्तप। कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणैः॥","O Arjuna, the duties of the Brahmanas, Kshatriyas, Vaishyas, and Shudras are divided according to the qualities born of their own nature.","Recognize and respect natural abilities and tendencies. Align your actions with your inherent qualities to excel in your role.","Understanding roles and duties"
"18.42","शमो दमस्तपः शौचं क्षान्तिरार्जवमेव च। ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम्॥","Tranquility, self-restraint, austerity, purity, patience, honesty, knowledge, wisdom, and faith are the natural duties of a Brahmana.","Cultivate qualities such as patience, honesty, and self-restraint to excel in intellectual and spiritual endeavors.","Personal growth and self-discipline"
"18.43","शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम्। दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम्॥","Heroism, vigor, determination, resourcefulness, not fleeing from battle, generosity, and leadership are the natural duties of a Kshatriya.","Embrace courage, determination, and a sense of responsibility to lead effectively and protect others.","Leadership and responsibility"
"18.44","कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम्। परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम्॥","Agriculture, cattle rearing, and trade are the natural duties of a Vaishya, while service is the natural duty of a Shudra.","Focus on fulfilling your duties with diligence, whether in service, trade, or other responsibilities, for societal harmony.","Professional dedication"
"18.45","स्वे स्वे कर्मण्यभिरतः संसिद्धिं लभते नरः। स्वकर्मनिरतः सिद्धिं यथा विन्दति तच्छृणु॥","By being devoted to one's own duty, a person attains perfection. Hear how one achieves success by dedication to their work.","Dedication to your role brings fulfillment and success. Focus on excelling in your own responsibilities.","Achieving success through dedication"
"18.46","यतः प्रवृत्तिर्भूतानां येन सर्वमिदं ततम्। स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानवः॥","By worshiping Him, from whom all beings originate and by whom the universe is pervaded, through one’s own duty, a person attains perfection.","Perform your duties as an offering to a higher purpose. This mindset elevates your actions and leads to excellence.","Purposeful action"
"18.47","श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात्। स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम्॥","Better is one's own duty, though imperfectly performed, than the duty of another well executed. Performing work in accordance with one’s nature incurs no sin.","Stick to your authentic path rather than imitating others. Authenticity fosters growth and integrity.","Authenticity in action"
"18.48","सहजं कर्म कौन्तेय सदोषमपि न त्यजेत्। सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृताः॥","One should not abandon the work born of their nature, even if it is flawed, for all undertakings are enveloped by imperfections, as fire is covered by smoke.","Accept that imperfections exist in all tasks. Persist with your duties rather than seeking flawlessness.","Perseverance despite imperfection"
"18.49","असक्तबुद्धिः सर्वत्र जितात्मा विगतस्पृहः। नैष्कर्म्यसिद्धिं परमां संन्यासेनाधिगच्छति॥","One who is unattached, self-controlled, and free from desires attains the supreme state of freedom through renunciation.","Cultivate detachment and control over desires to achieve clarity and ultimate fulfillment.","Detachment and self-mastery"
"18.50","सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे। समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा॥","O Kaunteya, learn from Me briefly how one who has attained perfection reaches the Supreme through knowledge and dedication.","Seek knowledge and spiritual dedication to rise beyond material limitations and achieve ultimate perfection.","Path to spiritual enlightenment"
"18.51","बुद्ध्या विशुद्धया युक्तो धृत्यात्मानं नियम्य च। शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च॥","Endowed with a pure intellect and self-control, and renouncing attachment to sense objects and aversion, one achieves mastery over the self.","Focus on inner clarity and control over desires to overcome distractions. Let go of attachments to achieve mental stability and self-discipline.","Self-control and clarity"
"18.52","विविक्तसेवी लघ्वाशी यतवाक्कायमानसः। ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः॥","Dwelling in solitude, eating lightly, controlling speech, body, and mind, constantly devoted to meditation and dispassion.","Adopt simplicity and focus on mindfulness practices like meditation to achieve inner peace and clarity of purpose.","Mindfulness and simplicity"
"18.53","अहंकारं बलं दर्पं कामं क्रोधं परिग्रहम्। विमुच्य निर्ममः शान्तो ब्रह्मभूयाय कल्पते॥","Renouncing ego, strength, arrogance, desire, anger, and possessiveness, being tranquil and devoid of a sense of 'mine,' one becomes fit for realizing Brahman.","Let go of ego and emotional burdens such as anger and attachment to reach a state of tranquility and spiritual growth.","Letting go of ego and emotions"
"18.54","ब्रह्मभूतः प्रसन्नात्मा न शोचति न काङ्क्षति। समः सर्वेषु भूतेषु मद्भक्तिं लभते पराम्॥","Being situated in the Brahman state, with a serene mind, free from lamentation and desire, and treating all beings equally, one attains supreme devotion to Me.","Cultivate equanimity and a sense of unity with others to foster inner joy and spiritual connection.","Achieving equanimity"
"18.55","भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वतः। ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम्॥","Through devotion, one comes to know Me as I am in truth. Having known Me, one immediately merges into Me.","True understanding and unity with the divine come through dedicated devotion and realization of the higher truth.","Spiritual devotion"
"18.56","सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः। मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम्॥","Engaged in all actions under My shelter, by My grace, one attains the eternal and imperishable abode.","Dedicate your actions to a higher purpose and trust in divine grace to achieve ultimate fulfillment.","Faith and action"
"18.57","चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः। बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव॥","Surrendering all actions to Me with a focused mind, and relying on the yoga of intellect, keep your consciousness fixed on Me.","Maintain focus and offer your efforts to a higher cause to stay centered and purposeful.","Focus and surrender"
"18.58","मच्चित्तः सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि। अथ चेत्त्वमहंकारान्न श्रोष्यसि विनङ्क्ष्यसि॥","Fix your mind on Me, and by My grace, you will overcome all obstacles. If, however, out of ego, you do not listen, you will perish.","Overcome challenges by surrendering ego and relying on divine guidance. Resistance to guidance leads to failure.","Overcoming challenges"
"18.59","यदहंकारमाश्रित्य न योत्स्य इति मन्यसे। मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति॥","If you think out of ego, 'I will not fight,' your resolve is in vain; your nature will compel you to act.","Your inherent nature will guide your actions. Avoid resisting your true path due to egoistic thinking.","Acceptance of one’s nature"
"18.60","स्वभावजेन कौन्तेय निबद्धः स्वेन कर्मणा। कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत्॥","Bound by your own nature, O Kaunteya, you will helplessly perform that which you do not wish to do, due to delusion.","Acknowledge and embrace your natural tendencies instead of resisting them. Denial leads to conflict and compulsion.","Aligning with natural tendencies"
"18.61","ईश्वरः सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति। भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया॥","The Supreme Lord dwells in the hearts of all beings, O Arjuna, and by His illusory power, He causes all beings to revolve as if mounted on a machine.","Recognize that the divine guides and governs all aspects of existence. Trust in this higher power to navigate through challenges and uncertainties.","Faith and divine guidance"
"18.62","तमेव शरणं गच्छ सर्वभावेन भारत। तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम्॥","Surrender fully unto Him, O Bharata. By His grace, you will attain supreme peace and the eternal abode.","Complete surrender to a higher power leads to inner peace and ultimate fulfillment. Let go of worries and rely on divine grace.","Surrender and peace"
"18.63","इति ते ज्ञानमाख्यातं गुह्याद्गुह्यतरं मया। विमृश्यैतदशेषेण यथेच्छसि तथा कुरु॥","Thus, I have explained to you this knowledge, the most secret of all secrets. Reflect on it deeply, and then act as you wish.","After gaining knowledge, reflect on it thoroughly before making decisions. The power of choice lies in your hands.","Informed decision-making"
"18.64","सर्वगुह्यतमं भूयः शृणु मे परमं वचः। इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम्॥","Hear again My supreme instruction, the most secret of all secrets. You are very dear to Me; therefore, I will speak for your benefit.","Understanding comes when instructions are given with care and love. Trust the guidance from those who have your best interests at heart.","Trust and learning"
"18.65","मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु। मामेवैष्यसि सत्यं ते प्रतिजाने प्रियोऽसि मे॥","Focus your mind on Me, be My devotee, worship Me, and offer your homage unto Me. You shall come to Me; this I truly promise, for you are dear to Me.","Direct your thoughts and actions toward devotion to achieve closeness to the divine. Such focus ensures a clear and fulfilling path.","Focus and devotion"
"18.66","सर्वधर्मान्परित्यज्य मामेकं शरणं व्रज। अहं त्वां सर्वपापेभ्यो मोक्षयिष्यामि मा शुचः॥","Abandon all varieties of duties and surrender unto Me alone. I shall liberate you from all sins; do not fear.","Let go of conflicting obligations and place trust in divine shelter. This surrender leads to liberation and freedom from guilt or anxiety.","Surrender and liberation"
"18.67","इदं ते नातपस्काय नाभक्ताय कदाचन। न चाशुश्रूषवे वाच्यं न च मां योऽभ्यसूयति॥","This knowledge should never be explained to one who is not austere, not devoted, or lacking in service, nor to one who is envious of Me.","Share profound teachings only with those ready to receive them with sincerity and respect. This ensures the knowledge is valued and upheld.","Selective sharing of knowledge"
"18.68","य इदं परमं गुह्यं मद्भक्तेष्वभिधास्यति। भक्तिं मयि परां कृत्वा मामेवैष्यत्यसंशयः॥","One who shares this supreme secret with My devotees will, by such selfless service, come to Me without doubt.","Teaching and spreading wisdom with devotion is an act of selflessness that aligns you with divine purpose.","Teaching and selflessness"
"18.69","न च तस्मान्मनुष्येषु कश्चिन्मे प्रियकृत्तमः। भविता न च मे तस्मादन्यः प्रियतरः भुवि॥","No one among humanity is dearer to Me than he who teaches this knowledge, nor will there ever be anyone more dear to Me on this earth.","Sharing divine knowledge with others elevates both the teacher and the receiver, earning divine favor and affection.","Value of sharing wisdom"
"18.70","अध्येष्यते च य इमं धर्म्यं संवादमावयोः। ज्ञानयज्ञेन तेनाहमिष्टः स्यामिति मे मतिः॥","One who studies this sacred conversation of ours will worship Me through the sacrifice of knowledge. This is My opinion.","Engage deeply in studying sacred teachings as an act of devotion, which elevates understanding and spiritual connection.","Study and worship"
"18.71","श्रद्धावाननसूयश्च शृणुयादपि यो नरः। सोऽपि मुक्तः शुभान्लोकान् प्राप्नुयात्पुण्यकर्मणाम्॥","Even a person full of faith and free from envy who hears this will be liberated and attain auspicious worlds of those who perform virtuous deeds.","Listening to sacred teachings with faith and without malice brings liberation and paves the way to a virtuous life. Open-minded learning enriches your spiritual journey.","Faith and spiritual progress"
"18.72","कच्चिदेतच्छ्रुतं पार्थ त्वयैकाग्रेण चेतसा। कच्चिदज्ञानसंमोहः प्रनष्टस्ते धनञ्जय॥","O Partha, has this been heard by you with an attentive mind? Has your delusion born of ignorance been dispelled, O Dhananjaya?","Clear focus and attentive listening are essential for understanding profound truths. Evaluate if clarity replaces confusion after gaining knowledge.","Clarity through focus"
"18.73","अर्जुन उवाच। नष्टो मोहः स्मृतिर्लब्धा त्वत्प्रसादान्मयाच्युत। स्थितोऽस्मि गतसन्देहः करिष्ये वचनं तव॥","Arjuna said: My delusion is destroyed, and I have regained my memory by Your grace, O Achyuta. I am now firm and free of doubt, and I shall act according to Your instructions.","Guidance from a trusted source can dispel confusion and instill confidence. Embrace clarity and move forward with determination.","Overcoming doubt"
"18.74","सञ्जय उवाच। इत्यहं वासुदेवस्य पार्थस्य च महात्मनः। संवादमिममश्रौषमद्भुतं रोमहरषणम्॥","Sanjaya said: Thus, I heard this wonderful dialogue between Vasudeva and the high-souled Arjuna, which causes my hair to stand on end.","Witnessing profound discussions between enlightened beings inspires awe and a sense of reverence. Reflect on such moments to deepen your understanding.","Inspiration from wisdom"
